"Matrix","nitrogen","oxygen","ph","phosphorus","temperature","turbidity","electricalconductivity","nitrate","nitrite","salinity","sodium","Season01","Month","Seasonr","PercHighIntens","PercAgri","Region"
"water","*","7.6","7.96","*","25","*","*","*","*","*","*","wet","2","wet","2.99070155978253","76.522191638251","South"
"water","*","7.6","8","*","24.1","*","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","*","12.39","7.83","*","6.53","22.9","*","*","*","*","*","wet","2","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","12.6","7.74","*","4","6.4","*","*","*","*","*","wet","2","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","12.34","7.8","*","6.59","23.1","*","*","*","*","*","wet","2","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","13.09","7.81","*","5.56","39.9","*","*","*","*","*","wet","2","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","12.07","7.82","*","4","23.5","*","*","*","*","*","wet","2","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","13.39","7.87","*","5","26.2","*","*","*","*","*","wet","2","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","14.27","7.91","*","6","30.4","*","*","*","*","*","wet","2","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","12.78","7.92","*","6","25.3","*","*","*","*","*","wet","2","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","12.4","7.83","*","8.39","25.5","*","*","*","*","*","wet","2","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","13.58","7.91","*","6","31.9","*","*","*","*","*","wet","2","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","11.9","8.2","*","11.3","*","*","*","*","*","*","wet","2","wet","0.557554028377577","77.3952613874278","North"
"water","*","10.2","8.38","*","*","*","*","*","*","*","*","wet","2","wet","0.557554028377577","77.3952613874278","North"
"water","*","8.5","7.21","*","9.1","*","*","*","*","*","*","wet","2","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","*","17.6","9.55","*","*","*","*","*","*","*","*","wet","2","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","*","*","7.31","*","15","14.1","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","*","*","8.23","*","13.3","6.72","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","*","*","8.43","*","15.3","4.42","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","*","*","8.23","*","13.3","7.26","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","*","*","8.13","*","12.6","7.68","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","*","*","8.14","*","12.3","8.13","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","*","*","8.34","*","13.4","9.89","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","*","*","8.23","*","12.2","12.1","*","*","*","*","*","wet","2","wet","1.14840511162082","84.316574777162","Central"
"water","*","*","7.63","*","16","18.7","*","*","*","*","*","wet","2","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","11.24","8.08","*","8","12.2","*","*","*","*","*","wet","3","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","11.63","7.97","*","11","4.9","*","*","*","*","*","wet","3","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","11.4","7.98","*","10.31","11.6","*","*","*","*","*","wet","3","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","12.4","8.19","*","11","32.9","*","*","*","*","*","wet","3","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","11.8","8.07","*","8","11.9","*","*","*","*","*","wet","3","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","11.86","8.22","*","11","11.4","*","*","*","*","*","wet","3","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","13.17","8.21","*","10.27","34","*","*","*","*","*","wet","3","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","12.32","8.27","*","13","12.5","*","*","*","*","*","wet","3","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","12.29","8.14","*","13","12","*","*","*","*","*","wet","3","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","11.67","8.2","*","11.49","13.7","*","*","*","*","*","wet","3","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","6.4","7.28","*","24","*","*","*","*","*","*","dry","3","wet","1.14840511162082","84.316574777162","Central"
"water","0.72","5.22","7.48","*","12.9","50","*","*","*","*","*","dry","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.6","8.66","*","24","*","*","*","*","*","*","dry","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.77","7.2","*","12.3","*","*","*","*","*","*","dry","3","wet","1.14840511162082","84.316574777162","Central"
"water","0.45","6.74","7.93","*","12.6","27","*","*","*","*","*","dry","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.4","7.32","*","24","*","*","*","*","*","*","dry","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","9.76","7.38","*","15","*","*","*","*","*","*","dry","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.6","8.07","*","25","*","*","*","*","*","*","dry","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","8","8.56","*","25","*","*","*","*","*","*","dry","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.75","7.4","*","15.8","*","*","*","*","*","*","dry","3","wet","1.14840511162082","84.316574777162","Central"
"water","2.4","8.11","7.71","*","16.1","19","*","*","*","*","*","dry","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.3","8.62","*","24","*","*","*","*","*","*","dry","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","3.15","7.41","*","18.5","*","*","*","*","*","*","dry","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","6.4","8.75","*","25","*","*","*","*","*","*","dry","3","wet","1.14840511162082","84.316574777162","Central"
"water","*","10.7","8.24","*","18.1","*","*","*","*","*","*","dry","3","wet","0.557554028377577","77.3952613874278","North"
"water","*","9.4","8.56","*","*","*","*","*","*","*","*","dry","3","wet","0.557554028377577","77.3952613874278","North"
"water","*","7.87","6.98","*","14.8","*","*","*","*","*","*","dry","3","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","*","18.9","7.28","*","*","*","*","*","*","*","*","dry","3","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","0","0.8","7.15","*","13.5","8.1","*","*","*","*","*","dry","3","wet","2.99070155978253","76.522191638251","South"
"water","*","6.4","7.96","*","24","*","*","*","*","*","*","dry","3","wet","2.99070155978253","76.522191638251","South"
"water","0.43","9.05","*","0.114","15","4.28","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","1.11","14.12","*","0.221","17.2","3.04","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","0.86","8.84","*","0.17","15.5","0.96","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","1.36","10.96","*","0.159","16.7","1.3","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","1.24","10.56","*","0.172","16.6","2.03","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","1.04","12.22","*","0.179","16.4","2.42","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","0.7","10.3","*","0.177","16.2","1.87","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","0.75","9.82","*","0.188","15.8","2.75","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","1.06","7.16","*","0.373","16.7","27.7","*","*","*","*","*","wet","4","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","8.3","8.16","*","24","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","0.16","3.24","7.65","*","18.5","26","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","6.1","8.72","*","24","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.67","7.72","*","18","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","5.51","7.09","*","17.4","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","6.2","8.13","*","24","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","0.28","5.13","7.28","*","16.2","10","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.3","7.43","*","24","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.1","8.74","*","25","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","5.26","7.37","*","17.5","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.9","8.72","*","25","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","3.52","7.15","*","17.2","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","0.91","7.21","7.67","*","18.3","24","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.2","7.87","*","24","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","3.14","7.23","*","18.4","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.9","8.72","*","24","*","*","*","*","*","*","wet","4","wet","1.14840511162082","84.316574777162","Central"
"water","0","0.61","6.82","*","13.6","6.4","*","*","*","*","*","wet","4","dry","2.99070155978253","76.522191638251","South"
"water","*","8.7","9.36","*","25","*","*","*","*","*","*","wet","4","dry","2.99070155978253","76.522191638251","South"
"water","*","9.84","6.6","*","13","*","*","*","*","*","*","wet","4","dry","1.29540878851541","79.3360469187675","Sacramento"
"water","*","6.6","7.34","*","*","*","*","*","*","*","*","wet","4","dry","1.29540878851541","79.3360469187675","Sacramento"
"water","*","9.4","8.54","*","22.5","*","*","*","*","*","*","wet","4","wet","0.557554028377577","77.3952613874278","North"
"water","*","7.2","8.4","*","*","*","*","*","*","*","*","wet","4","wet","0.557554028377577","77.3952613874278","North"
"water","0.465","*","8.46","0.04","*","*","*","0.34","0.1","*","*","wet","4","wet","5.03726244534141","31.7753006222671","Confluence"
"water","0.585","10.95","8.535","0.04","20.52","6.41","*","0.76","0.2","0.36","*","wet","4","wet","5.03726244534141","31.7753006222671","Confluence"
"water","0.395","7.9","8.19","0.04","17.55","9.74","*","0.2","0.2","0.6","*","wet","4","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","10.71","8.94","*","18.72","6.46","*","*","*","0.2","*","wet","4","wet","5.03726244534141","31.7753006222671","Confluence"
"water","0.29","12.95","9.005","0.04","20","1.39","*","0.18","0.1","0.4","*","wet","4","wet","5.03726244534141","31.7753006222671","Confluence"
"water","0.495","7.89","7.885","0.04","19.54","2.33","*","0.47","0.1","0","*","dry","4","wet","5.03726244534141","31.7753006222671","Confluence"
"water","0.34","12.66","8.77","0.04","21.89","3.44","*","0.37","0.1","0.4","*","dry","4","wet","5.03726244534141","31.7753006222671","Confluence"
"water","0.45","13.23","8.8","0.04","23.27","2.49","*","0.3","0.1","0","*","dry","4","wet","5.03726244534141","31.7753006222671","Confluence"
"water","1.945","7.72","8.24","0.16","21.29","1.75","*","3.1","0.1","0.69","*","dry","4","wet","5.03726244534141","31.7753006222671","Confluence"
"water","1.78","10.11","8.13","0.1","22.71","2.19","*","3.1","0.1","0.71","*","dry","4","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","7.8","8.39","*","24","*","*","*","*","*","*","dry","4","wet","0.557554028377577","77.3952613874278","North"
"water","*","8.54","8.6","*","23.2","*","*","*","*","*","*","dry","4","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.6","8.05","*","24.9","*","*","*","*","*","*","dry","4","wet","0.557554028377577","77.3952613874278","North"
"water","*","7.67","8.21","*","24.3","*","*","*","*","*","*","dry","4","wet","0.557554028377577","77.3952613874278","North"
"water","*","8.5","8.34","*","23.3","*","*","*","*","*","*","dry","4","wet","0.557554028377577","77.3952613874278","North"
"water","*","7.15","7.16","*","23.1","*","*","*","*","*","*","dry","4","wet","0.557554028377577","77.3952613874278","North"
"water","*","7.9","*","*","17.6","14.8","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","11.83","*","*","22.5","2.73","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","13.3","*","*","20.9","8.12","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","11.83","*","*","21.4","1.9","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","11.89","*","*","21.1","3.41","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","10.22","*","*","21","2.05","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","10.02","*","*","19.9","7.7","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","10.21","*","*","19.6","37.1","*","*","*","*","*","dry","5","dry","1.14840511162082","84.316574777162","Central"
"water","*","4.23","*","*","19.7","43.6","*","*","*","*","*","dry","5","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","7.89","7.88","*","15","2.4","*","*","*","*","*","dry","5","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","10.2","7.64","*","17.57","2.7","*","*","*","*","*","dry","5","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","5.31","7.33","*","16","2.3","*","*","*","*","*","dry","5","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","9.4","7.83","*","17","24.5","*","*","*","*","*","dry","5","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","9.86","7.7","*","16","1.3","*","*","*","*","*","dry","5","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","9.03","7.87","*","19.61","3.7","*","*","*","*","*","dry","5","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","11.56","8.66","*","18","27","*","*","*","*","*","dry","5","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","6.61","7.82","*","18","2.1","*","*","*","*","*","dry","5","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","9.51","7.78","*","19.13","1.2","*","*","*","*","*","dry","5","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","11.2","8.43","*","18","1.3","*","*","*","*","*","dry","5","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","9.37","*","*","15.4","14.6","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.95","*","*","18","6.41","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.6","*","*","17","13.8","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","6.96","*","*","18.4","7.35","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","9.28","*","*","15.5","32.3","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","9.18","*","*","16.3","8.64","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.67","*","*","19.3","18.6","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.97","*","*","17","8.29","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.55","*","*","18.3","4.99","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.08","*","*","17.6","8.8","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","6.74","*","*","17","8.33","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","6.92","*","*","20.7","3.85","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.35","*","*","17.9","6.88","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","4.59","7.99","*","15.32","*","*","*","*","*","*","wet","5","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","9.61","8.4","*","1","8.17","*","*","*","0.4","*","wet","5","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","5.8","7.33","*","26","*","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","0.087","4.39","7.04","*","16.3","45","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.63","7.48","*","17.7","*","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","5.2","8.35","*","24","*","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","4.6","7.25","*","16.8","*","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","5.92","7.31","*","16.5","*","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","5.2","8.59","*","25","*","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","1","6.31","7.17","*","15.9","17","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","5.3","8.01","*","25","*","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.77","7.48","*","14.7","*","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.05","7.7","*","16.5","*","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","1.8","6.36","7.39","*","15.2","26","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","5.3","8.28","*","24","*","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","2.68","7.22","*","14.3","*","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.7","8.1","*","24","*","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.68","7.74","*","17.6","*","*","*","*","*","*","wet","5","wet","0.557554028377577","77.3952613874278","North"
"water","*","7.1","8.3","*","*","*","*","*","*","*","*","wet","5","wet","0.557554028377577","77.3952613874278","North"
"water","*","8","7.51","*","15.1","*","*","*","*","*","*","wet","5","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","*","8.9","7.19","*","*","*","*","*","*","*","*","wet","5","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","0.17","1.18","6.79","*","14.1","2.5","*","*","*","*","*","wet","5","wet","2.99070155978253","76.522191638251","South"
"water","*","8.4","7.74","*","24","*","*","*","*","*","*","wet","5","wet","2.99070155978253","76.522191638251","South"
"water","*","9.76","*","*","14.7","28.2","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.01","*","*","18.7","8.08","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.9","*","*","16.5","6.11","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","9.7","*","*","17.9","4.59","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","9.96","*","*","14.9","12","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","9.51","*","*","14.5","9.4","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.06","*","*","17.7","13.8","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","9.35","*","*","15.1","8.92","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","9.56","*","*","17.5","3.28","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","9.9","*","*","18.1","2.85","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","9.29","*","*","15","10.4","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.79","*","*","18.3","3.83","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","9.16","*","*","15","8.3","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","15.3","7.99","*","*","*","*","*","*","*","*","wet","5","wet","0.557554028377577","77.3952613874278","North"
"water","*","7.5","7.44","*","21.7","*","*","*","*","*","*","wet","5","wet","0.557554028377577","77.3952613874278","North"
"water","*","*","*","*","20","*","*","*","*","*","*","dry","6","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","8.41","7.89","*","22","9.25","*","*","*","*","*","dry","6","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","9.12","8.14","*","20","21.4","*","*","*","*","*","dry","6","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","3.15","7.39","*","24.92","48.1","*","*","*","*","*","dry","6","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","*","*","*","20","*","*","*","*","*","*","dry","6","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","13.92","8.31","*","22","9.2","*","*","*","*","*","dry","6","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","7.09","8.04","*","26","15.7","*","*","*","*","*","dry","6","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","6.22","7.98","*","26","5.1","*","*","*","*","*","dry","6","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","9.82","8.03","*","28","3.2","*","*","*","*","*","dry","6","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","7.12","8.4","*","28","3.2","*","*","*","*","*","dry","6","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","2.5","7.42","*","21","1.4","*","*","*","*","*","dry","6","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","9.87","8","*","23","7.5","*","*","*","*","*","dry","6","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","6.23","7.46","*","22","7.4","*","*","*","*","*","dry","6","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","6.25","8.25","*","24","18.1","*","*","*","*","*","dry","6","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","7.56","7.68","*","21.07","3.8","*","*","*","*","*","dry","6","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","3.68","7.77","*","25","3.2","*","*","*","*","*","dry","6","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","11.47","9.1","*","25","10.2","*","*","*","*","*","dry","6","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","6.04","7.81","*","25","3.8","*","*","*","*","*","dry","6","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","8.52","7.77","*","25","3.4","*","*","*","*","*","dry","6","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","8.03","7.99","*","23","3.3","*","*","*","*","*","dry","6","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","7.39","7.3","*","22.6","9.01","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","14.31","9.27","*","26.9","4.4","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","11.33","9","*","25.9","4.4","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","12.2","8.95","*","25.9","4.4","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","13.03","9.05","*","25.9","5.3","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","*","9.12","*","25.6","3.8","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","9.09","8","*","23.3","3.6","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","9","7.83","*","23.6","6.1","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.97","8.55","*","25.7","25.7","*","*","*","*","*","dry","6","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","7.45","*","*","20.5","36","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.61","*","*","24.1","6.26","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","9.26","*","*","22.4","8.54","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","9.97","*","*","25.3","6.4","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.62","*","*","20.5","12.7","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.43","*","*","20.8","13","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.46","*","*","23.4","23.6","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.58","*","*","27.9","26.4","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.43","*","*","21.9","7.3","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.43","*","*","21.3","4.73","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.76","*","*","20.5","5.1","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","9.93","*","*","20.3","5.11","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.96","*","*","21.4","12.4","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.35","*","*","26.2","7.05","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","66.5","*","*","21.3","15","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.7","*","*","20.7","18.9","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.28","*","*","26.4","9.77","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","9.24","*","*","23.7","5.53","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","11.04","*","*","26.8","5.15","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.89","*","*","20.7","7.63","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.34","*","*","20.7","8.68","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","*","*","*","27","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","*","*","*","27.6","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.11","*","*","21.9","4.51","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","*","*","*","25.4","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","*","*","*","23.1","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","*","*","*","21.8","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.23","*","*","22.5","5.91","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.14","*","*","26.1","4.84","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","7","*","*","23.8","6.75","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.62","10.17","*","25.8","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.1","8.2","*","26.1","*","*","*","*","*","*","dry","6","dry","0.557554028377577","77.3952613874278","North"
"water","*","5.7","7.33","*","26","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","0.26","2.1","7.89","*","20.8","550","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
