Name,Longitude,Latitude,Elevation_ft,Date,ppt_in
Location 29,-121.5931,38.375,7,4/16/2017,0
Location 29,-121.5931,38.375,7,4/17/2017,0.32
Location 29,-121.5931,38.375,7,4/18/2017,0.15
Location 29,-121.5931,38.375,7,4/19/2017,0
Location 29,-121.5931,38.375,7,4/20/2017,0.08
Location 29,-121.5931,38.375,7,4/21/2017,0
Location 29,-121.5931,38.375,7,4/22/2017,0
Location 29,-121.5931,38.375,7,4/23/2017,0
Location 29,-121.5931,38.375,7,4/24/2017,0
Location 29,-121.5931,38.375,7,4/25/2017,0
Location 29,-121.5931,38.375,7,4/26/2017,0
Location 29,-121.5931,38.375,7,4/27/2017,0
Location 29,-121.5931,38.375,7,4/28/2017,0
Location 29,-121.5931,38.375,7,4/29/2017,0
Location 29,-121.5931,38.375,7,4/30/2017,0
Location 29,-121.5931,38.375,7,5/1/2017,0
Location 29,-121.5931,38.375,7,5/2/2017,0
Location 29,-121.5931,38.375,7,5/3/2017,0
Location 29,-121.5931,38.375,7,5/4/2017,0
Location 29,-121.5931,38.375,7,5/5/2017,0
Location 29,-121.5931,38.375,7,5/6/2017,0
Location 29,-121.5931,38.375,7,5/7/2017,0
Location 29,-121.5931,38.375,7,5/8/2017,0
Location 29,-121.5931,38.375,7,5/9/2017,0
Location 29,-121.5931,38.375,7,5/10/2017,0
Location 29,-121.5931,38.375,7,5/11/2017,0
Location 29,-121.5931,38.375,7,5/12/2017,0
Location 29,-121.5931,38.375,7,5/13/2017,0
Location 29,-121.5931,38.375,7,5/14/2017,0
Location 29,-121.5931,38.375,7,5/15/2017,0
Location 29,-121.5931,38.375,7,5/16/2017,0
Location 29,-121.5931,38.375,7,5/17/2017,0
Location 29,-121.5931,38.375,7,5/18/2017,0
Location 29,-121.5931,38.375,7,5/19/2017,0
Location 29,-121.5931,38.375,7,5/20/2017,0
Location 29,-121.5931,38.375,7,5/21/2017,0
Location 29,-121.5931,38.375,7,5/22/2017,0
Location 29,-121.5931,38.375,7,5/23/2017,0
Location 29,-121.5931,38.375,7,5/24/2017,0
Location 29,-121.5931,38.375,7,5/25/2017,0
Location 29,-121.5931,38.375,7,5/26/2017,0
Location 29,-121.5931,38.375,7,5/27/2017,0
Location 29,-121.5931,38.375,7,5/28/2017,0
Location 29,-121.5931,38.375,7,5/29/2017,0
Location 29,-121.5931,38.375,7,5/30/2017,0
Location 29,-121.5931,38.375,7,5/31/2017,0.03
Location 29,-121.5931,38.375,7,6/1/2017,0.02
Location 29,-121.5931,38.375,7,6/2/2017,0
Location 29,-121.5931,38.375,7,6/3/2017,0
Location 29,-121.5931,38.375,7,6/4/2017,0
Location 29,-121.5931,38.375,7,6/5/2017,0
Location 29,-121.5931,38.375,7,6/6/2017,0
Location 29,-121.5931,38.375,7,6/7/2017,0
Location 29,-121.5931,38.375,7,6/8/2017,0.03
Location 29,-121.5931,38.375,7,6/9/2017,0.07
Location 29,-121.5931,38.375,7,6/10/2017,0
Location 29,-121.5931,38.375,7,6/11/2017,0
Location 29,-121.5931,38.375,7,6/12/2017,0.14
Location 29,-121.5931,38.375,7,6/13/2017,0
Location 29,-121.5931,38.375,7,6/14/2017,0
Location 29,-121.5931,38.375,7,6/15/2017,0
Location 29,-121.5931,38.375,7,6/16/2017,0
Location 29,-121.5931,38.375,7,6/17/2017,0
Location 29,-121.5931,38.375,7,6/18/2017,0
Location 29,-121.5931,38.375,7,6/19/2017,0
Location 29,-121.5931,38.375,7,6/20/2017,0
Location 29,-121.5931,38.375,7,6/21/2017,0
Location 29,-121.5931,38.375,7,6/22/2017,0
Location 29,-121.5931,38.375,7,6/23/2017,0
Location 29,-121.5931,38.375,7,6/24/2017,0
Location 29,-121.5931,38.375,7,6/25/2017,0
Location 29,-121.5931,38.375,7,6/26/2017,0
Location 29,-121.5931,38.375,7,6/27/2017,0
Location 29,-121.5931,38.375,7,6/28/2017,0
Location 29,-121.5931,38.375,7,6/29/2017,0
Location 29,-121.5931,38.375,7,6/30/2017,0
Location 29,-121.5931,38.375,7,7/1/2017,0
Location 29,-121.5931,38.375,7,7/2/2017,0
Location 29,-121.5931,38.375,7,7/3/2017,0
Location 29,-121.5931,38.375,7,7/4/2017,0
Location 29,-121.5931,38.375,7,7/5/2017,0
Location 29,-121.5931,38.375,7,7/6/2017,0
Location 29,-121.5931,38.375,7,7/7/2017,0
Location 29,-121.5931,38.375,7,7/8/2017,0
Location 29,-121.5931,38.375,7,7/9/2017,0
Location 29,-121.5931,38.375,7,7/10/2017,0
Location 29,-121.5931,38.375,7,7/11/2017,0
Location 29,-121.5931,38.375,7,7/12/2017,0
Location 29,-121.5931,38.375,7,7/13/2017,0
Location 29,-121.5931,38.375,7,7/14/2017,0
Location 29,-121.5931,38.375,7,7/15/2017,0
Location 29,-121.5931,38.375,7,7/16/2017,0
Location 29,-121.5931,38.375,7,7/17/2017,0
Location 29,-121.5931,38.375,7,7/18/2017,0
Location 29,-121.5931,38.375,7,7/19/2017,0
Location 29,-121.5931,38.375,7,7/20/2017,0
Location 29,-121.5931,38.375,7,7/21/2017,0
Location 29,-121.5931,38.375,7,7/22/2017,0
Location 29,-121.5931,38.375,7,7/23/2017,0
Location 29,-121.5931,38.375,7,7/24/2017,0
Location 29,-121.5931,38.375,7,7/25/2017,0
Location 29,-121.5931,38.375,7,7/26/2017,0
Location 29,-121.5931,38.375,7,7/27/2017,0
Location 29,-121.5931,38.375,7,7/28/2017,0
Location 29,-121.5931,38.375,7,7/29/2017,0
Location 29,-121.5931,38.375,7,7/30/2017,0
Location 29,-121.5931,38.375,7,7/31/2017,0
Location 29,-121.5931,38.375,7,8/1/2017,0
Location 29,-121.5931,38.375,7,8/2/2017,0
Location 29,-121.5931,38.375,7,8/3/2017,0
Location 29,-121.5931,38.375,7,8/4/2017,0
Location 29,-121.5931,38.375,7,8/5/2017,0
Location 29,-121.5931,38.375,7,8/6/2017,0
Location 29,-121.5931,38.375,7,8/7/2017,0
Location 29,-121.5931,38.375,7,8/8/2017,0
Location 29,-121.5931,38.375,7,8/9/2017,0
Location 29,-121.5931,38.375,7,8/10/2017,0
Location 29,-121.5931,38.375,7,8/11/2017,0
Location 29,-121.5931,38.375,7,8/12/2017,0
Location 29,-121.5931,38.375,7,8/13/2017,0
Location 29,-121.5931,38.375,7,8/14/2017,0
Location 29,-121.5931,38.375,7,8/15/2017,0
Location 29,-121.5931,38.375,7,8/16/2017,0
Location 29,-121.5931,38.375,7,8/17/2017,0
Location 29,-121.5931,38.375,7,8/18/2017,0
Location 29,-121.5931,38.375,7,8/19/2017,0
Location 29,-121.5931,38.375,7,8/20/2017,0
Location 29,-121.5931,38.375,7,8/21/2017,0
Location 29,-121.5931,38.375,7,8/22/2017,0
Location 29,-121.5931,38.375,7,8/23/2017,0
Location 29,-121.5931,38.375,7,8/24/2017,0
Location 29,-121.5931,38.375,7,8/25/2017,0
Location 29,-121.5931,38.375,7,8/26/2017,0
Location 29,-121.5931,38.375,7,8/27/2017,0
Location 29,-121.5931,38.375,7,8/28/2017,0
Location 29,-121.5931,38.375,7,8/29/2017,0
Location 29,-121.5931,38.375,7,8/30/2017,0
Location 29,-121.5931,38.375,7,8/31/2017,0
Location 29,-121.5931,38.375,7,9/1/2017,0
Location 29,-121.5931,38.375,7,9/2/2017,0
Location 29,-121.5931,38.375,7,9/3/2017,0
Location 29,-121.5931,38.375,7,9/4/2017,0
Location 29,-121.5931,38.375,7,9/5/2017,0
Location 29,-121.5931,38.375,7,9/6/2017,0
Location 29,-121.5931,38.375,7,9/7/2017,0
Location 29,-121.5931,38.375,7,9/8/2017,0
Location 29,-121.5931,38.375,7,9/9/2017,0
Location 29,-121.5931,38.375,7,9/10/2017,0
Location 29,-121.5931,38.375,7,9/11/2017,0
Location 29,-121.5931,38.375,7,9/12/2017,0
Location 29,-121.5931,38.375,7,9/13/2017,0
Location 29,-121.5931,38.375,7,9/14/2017,0
Location 29,-121.5931,38.375,7,9/15/2017,0
Location 29,-121.5931,38.375,7,9/16/2017,0
Location 29,-121.5931,38.375,7,9/17/2017,0
Location 29,-121.5931,38.375,7,9/18/2017,0
Location 29,-121.5931,38.375,7,9/19/2017,0
Location 29,-121.5931,38.375,7,9/20/2017,0
Location 29,-121.5931,38.375,7,9/21/2017,0
Location 29,-121.5931,38.375,7,9/22/2017,0
Location 29,-121.5931,38.375,7,9/23/2017,0
Location 29,-121.5931,38.375,7,9/24/2017,0
Location 29,-121.5931,38.375,7,9/25/2017,0
Location 29,-121.5931,38.375,7,9/26/2017,0
Location 29,-121.5931,38.375,7,9/27/2017,0
Location 29,-121.5931,38.375,7,9/28/2017,0
Location 29,-121.5931,38.375,7,9/29/2017,0
Location 29,-121.5931,38.375,7,9/30/2017,0
,,,,,
Location 30,-121.4931,38.375,10,10/1/2016,0
Location 30,-121.4931,38.375,10,10/2/2016,0
Location 30,-121.4931,38.375,10,10/3/2016,0.02
Location 30,-121.4931,38.375,10,10/4/2016,0
Location 30,-121.4931,38.375,10,10/5/2016,0
Location 30,-121.4931,38.375,10,10/6/2016,0
Location 30,-121.4931,38.375,10,10/7/2016,0
Location 30,-121.4931,38.375,10,10/8/2016,0
Location 30,-121.4931,38.375,10,10/9/2016,0
Location 30,-121.4931,38.375,10,10/10/2016,0
Location 30,-121.4931,38.375,10,10/11/2016,0
Location 30,-121.4931,38.375,10,10/12/2016,0
Location 30,-121.4931,38.375,10,10/13/2016,0
Location 30,-121.4931,38.375,10,10/14/2016,0
Location 30,-121.4931,38.375,10,10/15/2016,0.55
Location 30,-121.4931,38.375,10,10/16/2016,0.39
Location 30,-121.4931,38.375,10,10/17/2016,1.29
Location 30,-121.4931,38.375,10,10/18/2016,0
Location 30,-121.4931,38.375,10,10/19/2016,0
Location 30,-121.4931,38.375,10,10/20/2016,0
Location 30,-121.4931,38.375,10,10/21/2016,0
Location 30,-121.4931,38.375,10,10/22/2016,0
Location 30,-121.4931,38.375,10,10/23/2016,0
Location 30,-121.4931,38.375,10,10/24/2016,0
Location 30,-121.4931,38.375,10,10/25/2016,0.06
Location 30,-121.4931,38.375,10,10/26/2016,0.11
Location 30,-121.4931,38.375,10,10/27/2016,0
Location 30,-121.4931,38.375,10,10/28/2016,1.09
Location 30,-121.4931,38.375,10,10/29/2016,0.2
Location 30,-121.4931,38.375,10,10/30/2016,0
Location 30,-121.4931,38.375,10,10/31/2016,0.53
Location 30,-121.4931,38.375,10,11/1/2016,0.12
Location 30,-121.4931,38.375,10,11/2/2016,0
Location 30,-121.4931,38.375,10,11/3/2016,0
Location 30,-121.4931,38.375,10,11/4/2016,0
Location 30,-121.4931,38.375,10,11/5/2016,0
Location 30,-121.4931,38.375,10,11/6/2016,0
Location 30,-121.4931,38.375,10,11/7/2016,0
Location 30,-121.4931,38.375,10,11/8/2016,0
Location 30,-121.4931,38.375,10,11/9/2016,0
Location 30,-121.4931,38.375,10,11/10/2016,0
Location 30,-121.4931,38.375,10,11/11/2016,0
Location 30,-121.4931,38.375,10,11/12/2016,0
Location 30,-121.4931,38.375,10,11/13/2016,0
Location 30,-121.4931,38.375,10,11/14/2016,0
Location 30,-121.4931,38.375,10,11/15/2016,0
Location 30,-121.4931,38.375,10,11/16/2016,0
Location 30,-121.4931,38.375,10,11/17/2016,0
Location 30,-121.4931,38.375,10,11/18/2016,0
Location 30,-121.4931,38.375,10,11/19/2016,0
Location 30,-121.4931,38.375,10,11/20/2016,0.41
Location 30,-121.4931,38.375,10,11/21/2016,0.21
Location 30,-121.4931,38.375,10,11/22/2016,0
Location 30,-121.4931,38.375,10,11/23/2016,0.13
Location 30,-121.4931,38.375,10,11/24/2016,0
Location 30,-121.4931,38.375,10,11/25/2016,0
Location 30,-121.4931,38.375,10,11/26/2016,0
Location 30,-121.4931,38.375,10,11/27/2016,0.42
Location 30,-121.4931,38.375,10,11/28/2016,0.13
Location 30,-121.4931,38.375,10,11/29/2016,0.02
Location 30,-121.4931,38.375,10,11/30/2016,0
Location 30,-121.4931,38.375,10,12/1/2016,0
Location 30,-121.4931,38.375,10,12/2/2016,0
Location 30,-121.4931,38.375,10,12/3/2016,0
Location 30,-121.4931,38.375,10,12/4/2016,0
Location 30,-121.4931,38.375,10,12/5/2016,0
Location 30,-121.4931,38.375,10,12/6/2016,0
Location 30,-121.4931,38.375,10,12/7/2016,0
Location 30,-121.4931,38.375,10,12/8/2016,0.32
Location 30,-121.4931,38.375,10,12/9/2016,0.22
Location 30,-121.4931,38.375,10,12/10/2016,0.12
Location 30,-121.4931,38.375,10,12/11/2016,0.31
Location 30,-121.4931,38.375,10,12/12/2016,0
Location 30,-121.4931,38.375,10,12/13/2016,0
Location 30,-121.4931,38.375,10,12/14/2016,0.01
Location 30,-121.4931,38.375,10,12/15/2016,0
Location 30,-121.4931,38.375,10,12/16/2016,1.89
Location 30,-121.4931,38.375,10,12/17/2016,0
Location 30,-121.4931,38.375,10,12/18/2016,0
Location 30,-121.4931,38.375,10,12/19/2016,0
Location 30,-121.4931,38.375,10,12/20/2016,0
Location 30,-121.4931,38.375,10,12/21/2016,0
Location 30,-121.4931,38.375,10,12/22/2016,0
Location 30,-121.4931,38.375,10,12/23/2016,0.02
Location 30,-121.4931,38.375,10,12/24/2016,0.37
Location 30,-121.4931,38.375,10,12/25/2016,0
Location 30,-121.4931,38.375,10,12/26/2016,0
Location 30,-121.4931,38.375,10,12/27/2016,0
Location 30,-121.4931,38.375,10,12/28/2016,0
Location 30,-121.4931,38.375,10,12/29/2016,0
Location 30,-121.4931,38.375,10,12/30/2016,0
Location 30,-121.4931,38.375,10,12/31/2016,0
Location 30,-121.4931,38.375,10,1/1/2017,0.02
Location 30,-121.4931,38.375,10,1/2/2017,0
Location 30,-121.4931,38.375,10,1/3/2017,0.22
Location 30,-121.4931,38.375,10,1/4/2017,0.81
Location 30,-121.4931,38.375,10,1/5/2017,0.48
Location 30,-121.4931,38.375,10,1/6/2017,0
Location 30,-121.4931,38.375,10,1/7/2017,0.16
Location 30,-121.4931,38.375,10,1/8/2017,1.45
Location 30,-121.4931,38.375,10,1/9/2017,1.14
Location 30,-121.4931,38.375,10,1/10/2017,0.5
Location 30,-121.4931,38.375,10,1/11/2017,2.1
Location 30,-121.4931,38.375,10,1/12/2017,0.19
Location 30,-121.4931,38.375,10,1/13/2017,0.18
Location 30,-121.4931,38.375,10,1/14/2017,0
Location 30,-121.4931,38.375,10,1/15/2017,0
Location 30,-121.4931,38.375,10,1/16/2017,0
Location 30,-121.4931,38.375,10,1/17/2017,0
Location 30,-121.4931,38.375,10,1/18/2017,0.02
Location 30,-121.4931,38.375,10,1/19/2017,1.01
Location 30,-121.4931,38.375,10,1/20/2017,0.63
Location 30,-121.4931,38.375,10,1/21/2017,0.45
Location 30,-121.4931,38.375,10,1/22/2017,0.49
Location 30,-121.4931,38.375,10,1/23/2017,0.48
Location 30,-121.4931,38.375,10,1/24/2017,0.06
Location 30,-121.4931,38.375,10,1/25/2017,0
Location 30,-121.4931,38.375,10,1/26/2017,0
Location 30,-121.4931,38.375,10,1/27/2017,0
Location 30,-121.4931,38.375,10,1/28/2017,0
Location 30,-121.4931,38.375,10,1/29/2017,0
Location 30,-121.4931,38.375,10,1/30/2017,0
Location 30,-121.4931,38.375,10,1/31/2017,0
Location 30,-121.4931,38.375,10,2/1/2017,0
Location 30,-121.4931,38.375,10,2/2/2017,0.13
Location 30,-121.4931,38.375,10,2/3/2017,0.23
Location 30,-121.4931,38.375,10,2/4/2017,0.61
Location 30,-121.4931,38.375,10,2/5/2017,0
Location 30,-121.4931,38.375,10,2/6/2017,0.31
Location 30,-121.4931,38.375,10,2/7/2017,1.18
Location 30,-121.4931,38.375,10,2/8/2017,0.62
Location 30,-121.4931,38.375,10,2/9/2017,0.27
Location 30,-121.4931,38.375,10,2/10/2017,1.05
Location 30,-121.4931,38.375,10,2/11/2017,0.1
Location 30,-121.4931,38.375,10,2/12/2017,0
Location 30,-121.4931,38.375,10,2/13/2017,0
Location 30,-121.4931,38.375,10,2/14/2017,0
Location 30,-121.4931,38.375,10,2/15/2017,0
Location 30,-121.4931,38.375,10,2/16/2017,0.03
Location 30,-121.4931,38.375,10,2/17/2017,0.26
Location 30,-121.4931,38.375,10,2/18/2017,0.71
Location 30,-121.4931,38.375,10,2/19/2017,0.11
Location 30,-121.4931,38.375,10,2/20/2017,0.42
Location 30,-121.4931,38.375,10,2/21/2017,1.43
Location 30,-121.4931,38.375,10,2/22/2017,0.16
Location 30,-121.4931,38.375,10,2/23/2017,0.04
Location 30,-121.4931,38.375,10,2/24/2017,0
Location 30,-121.4931,38.375,10,2/25/2017,0
Location 30,-121.4931,38.375,10,2/26/2017,0
Location 30,-121.4931,38.375,10,2/27/2017,0
Location 30,-121.4931,38.375,10,2/28/2017,0
Location 30,-121.4931,38.375,10,3/1/2017,0
Location 30,-121.4931,38.375,10,3/2/2017,0
Location 30,-121.4931,38.375,10,3/3/2017,0
Location 30,-121.4931,38.375,10,3/4/2017,0
Location 30,-121.4931,38.375,10,3/5/2017,0.28
Location 30,-121.4931,38.375,10,3/6/2017,0.12
Location 30,-121.4931,38.375,10,3/7/2017,0.04
Location 30,-121.4931,38.375,10,3/8/2017,0
Location 30,-121.4931,38.375,10,3/9/2017,0
Location 30,-121.4931,38.375,10,3/10/2017,0
Location 30,-121.4931,38.375,10,3/11/2017,0
Location 30,-121.4931,38.375,10,3/12/2017,0
Location 30,-121.4931,38.375,10,3/13/2017,0
Location 30,-121.4931,38.375,10,3/14/2017,0
Location 30,-121.4931,38.375,10,3/15/2017,0
Location 30,-121.4931,38.375,10,3/16/2017,0
Location 30,-121.4931,38.375,10,3/17/2017,0
Location 30,-121.4931,38.375,10,3/18/2017,0
Location 30,-121.4931,38.375,10,3/19/2017,0
Location 30,-121.4931,38.375,10,3/20/2017,0
Location 30,-121.4931,38.375,10,3/21/2017,0.48
Location 30,-121.4931,38.375,10,3/22/2017,0.75
Location 30,-121.4931,38.375,10,3/23/2017,0.34
Location 30,-121.4931,38.375,10,3/24/2017,0
Location 30,-121.4931,38.375,10,3/25/2017,0.25
Location 30,-121.4931,38.375,10,3/26/2017,0
Location 30,-121.4931,38.375,10,3/27/2017,0.06
Location 30,-121.4931,38.375,10,3/28/2017,0
Location 30,-121.4931,38.375,10,3/29/2017,0
Location 30,-121.4931,38.375,10,3/30/2017,0
Location 30,-121.4931,38.375,10,3/31/2017,0
Location 30,-121.4931,38.375,10,4/1/2017,0
Location 30,-121.4931,38.375,10,4/2/2017,0
Location 30,-121.4931,38.375,10,4/3/2017,0
Location 30,-121.4931,38.375,10,4/4/2017,0
Location 30,-121.4931,38.375,10,4/5/2017,0
Location 30,-121.4931,38.375,10,4/6/2017,0
Location 30,-121.4931,38.375,10,4/7/2017,1.03
Location 30,-121.4931,38.375,10,4/8/2017,0.55
Location 30,-121.4931,38.375,10,4/9/2017,0.2
Location 30,-121.4931,38.375,10,4/10/2017,0
Location 30,-121.4931,38.375,10,4/11/2017,0
Location 30,-121.4931,38.375,10,4/12/2017,0
Location 30,-121.4931,38.375,10,4/13/2017,0.14
Location 30,-121.4931,38.375,10,4/14/2017,0.21
Location 30,-121.4931,38.375,10,4/15/2017,0
Location 30,-121.4931,38.375,10,4/16/2017,0
Location 30,-121.4931,38.375,10,4/17/2017,0.32
Location 30,-121.4931,38.375,10,4/18/2017,0.21
Location 30,-121.4931,38.375,10,4/19/2017,0
Location 30,-121.4931,38.375,10,4/20/2017,0.1
Location 30,-121.4931,38.375,10,4/21/2017,0
Location 30,-121.4931,38.375,10,4/22/2017,0
Location 30,-121.4931,38.375,10,4/23/2017,0
Location 30,-121.4931,38.375,10,4/24/2017,0
Location 30,-121.4931,38.375,10,4/25/2017,0
Location 30,-121.4931,38.375,10,4/26/2017,0
Location 30,-121.4931,38.375,10,4/27/2017,0
Location 30,-121.4931,38.375,10,4/28/2017,0
Location 30,-121.4931,38.375,10,4/29/2017,0
Location 30,-121.4931,38.375,10,4/30/2017,0
Location 30,-121.4931,38.375,10,5/1/2017,0
Location 30,-121.4931,38.375,10,5/2/2017,0
Location 30,-121.4931,38.375,10,5/3/2017,0
Location 30,-121.4931,38.375,10,5/4/2017,0
Location 30,-121.4931,38.375,10,5/5/2017,0
Location 30,-121.4931,38.375,10,5/6/2017,0
Location 30,-121.4931,38.375,10,5/7/2017,0
Location 30,-121.4931,38.375,10,5/8/2017,0
Location 30,-121.4931,38.375,10,5/9/2017,0
Location 30,-121.4931,38.375,10,5/10/2017,0
Location 30,-121.4931,38.375,10,5/11/2017,0
Location 30,-121.4931,38.375,10,5/12/2017,0
Location 30,-121.4931,38.375,10,5/13/2017,0
Location 30,-121.4931,38.375,10,5/14/2017,0
Location 30,-121.4931,38.375,10,5/15/2017,0
Location 30,-121.4931,38.375,10,5/16/2017,0
Location 30,-121.4931,38.375,10,5/17/2017,0
Location 30,-121.4931,38.375,10,5/18/2017,0
Location 30,-121.4931,38.375,10,5/19/2017,0
Location 30,-121.4931,38.375,10,5/20/2017,0
Location 30,-121.4931,38.375,10,5/21/2017,0
Location 30,-121.4931,38.375,10,5/22/2017,0
Location 30,-121.4931,38.375,10,5/23/2017,0
Location 30,-121.4931,38.375,10,5/24/2017,0
Location 30,-121.4931,38.375,10,5/25/2017,0
Location 30,-121.4931,38.375,10,5/26/2017,0
Location 30,-121.4931,38.375,10,5/27/2017,0
Location 30,-121.4931,38.375,10,5/28/2017,0
Location 30,-121.4931,38.375,10,5/29/2017,0
Location 30,-121.4931,38.375,10,5/30/2017,0
Location 30,-121.4931,38.375,10,5/31/2017,0.04
Location 30,-121.4931,38.375,10,6/1/2017,0.04
Location 30,-121.4931,38.375,10,6/2/2017,0
Location 30,-121.4931,38.375,10,6/3/2017,0
Location 30,-121.4931,38.375,10,6/4/2017,0
Location 30,-121.4931,38.375,10,6/5/2017,0
Location 30,-121.4931,38.375,10,6/6/2017,0
Location 30,-121.4931,38.375,10,6/7/2017,0
Location 30,-121.4931,38.375,10,6/8/2017,0.01
Location 30,-121.4931,38.375,10,6/9/2017,0.09
Location 30,-121.4931,38.375,10,6/10/2017,0
Location 30,-121.4931,38.375,10,6/11/2017,0
Location 30,-121.4931,38.375,10,6/12/2017,0.01
Location 30,-121.4931,38.375,10,6/13/2017,0
Location 30,-121.4931,38.375,10,6/14/2017,0
Location 30,-121.4931,38.375,10,6/15/2017,0
Location 30,-121.4931,38.375,10,6/16/2017,0
Location 30,-121.4931,38.375,10,6/17/2017,0
Location 30,-121.4931,38.375,10,6/18/2017,0
Location 30,-121.4931,38.375,10,6/19/2017,0
Location 30,-121.4931,38.375,10,6/20/2017,0
Location 30,-121.4931,38.375,10,6/21/2017,0
Location 30,-121.4931,38.375,10,6/22/2017,0
Location 30,-121.4931,38.375,10,6/23/2017,0
Location 30,-121.4931,38.375,10,6/24/2017,0
Location 30,-121.4931,38.375,10,6/25/2017,0
Location 30,-121.4931,38.375,10,6/26/2017,0
Location 30,-121.4931,38.375,10,6/27/2017,0
Location 30,-121.4931,38.375,10,6/28/2017,0
Location 30,-121.4931,38.375,10,6/29/2017,0
Location 30,-121.4931,38.375,10,6/30/2017,0
Location 30,-121.4931,38.375,10,7/1/2017,0
Location 30,-121.4931,38.375,10,7/2/2017,0
Location 30,-121.4931,38.375,10,7/3/2017,0
Location 30,-121.4931,38.375,10,7/4/2017,0
Location 30,-121.4931,38.375,10,7/5/2017,0
Location 30,-121.4931,38.375,10,7/6/2017,0
Location 30,-121.4931,38.375,10,7/7/2017,0
Location 30,-121.4931,38.375,10,7/8/2017,0
Location 30,-121.4931,38.375,10,7/9/2017,0
Location 30,-121.4931,38.375,10,7/10/2017,0
Location 30,-121.4931,38.375,10,7/11/2017,0
Location 30,-121.4931,38.375,10,7/12/2017,0
Location 30,-121.4931,38.375,10,7/13/2017,0
Location 30,-121.4931,38.375,10,7/14/2017,0
Location 30,-121.4931,38.375,10,7/15/2017,0
Location 30,-121.4931,38.375,10,7/16/2017,0
Location 30,-121.4931,38.375,10,7/17/2017,0
Location 30,-121.4931,38.375,10,7/18/2017,0
Location 30,-121.4931,38.375,10,7/19/2017,0
Location 30,-121.4931,38.375,10,7/20/2017,0
Location 30,-121.4931,38.375,10,7/21/2017,0
Location 30,-121.4931,38.375,10,7/22/2017,0
Location 30,-121.4931,38.375,10,7/23/2017,0
Location 30,-121.4931,38.375,10,7/24/2017,0
Location 30,-121.4931,38.375,10,7/25/2017,0
Location 30,-121.4931,38.375,10,7/26/2017,0
Location 30,-121.4931,38.375,10,7/27/2017,0
Location 30,-121.4931,38.375,10,7/28/2017,0
Location 30,-121.4931,38.375,10,7/29/2017,0
Location 30,-121.4931,38.375,10,7/30/2017,0
Location 30,-121.4931,38.375,10,7/31/2017,0
Location 30,-121.4931,38.375,10,8/1/2017,0
Location 30,-121.4931,38.375,10,8/2/2017,0
Location 30,-121.4931,38.375,10,8/3/2017,0
Location 30,-121.4931,38.375,10,8/4/2017,0
Location 30,-121.4931,38.375,10,8/5/2017,0
Location 30,-121.4931,38.375,10,8/6/2017,0
Location 30,-121.4931,38.375,10,8/7/2017,0
Location 30,-121.4931,38.375,10,8/8/2017,0
Location 30,-121.4931,38.375,10,8/9/2017,0
Location 30,-121.4931,38.375,10,8/10/2017,0
Location 30,-121.4931,38.375,10,8/11/2017,0
Location 30,-121.4931,38.375,10,8/12/2017,0
Location 30,-121.4931,38.375,10,8/13/2017,0
Location 30,-121.4931,38.375,10,8/14/2017,0
Location 30,-121.4931,38.375,10,8/15/2017,0
Location 30,-121.4931,38.375,10,8/16/2017,0
Location 30,-121.4931,38.375,10,8/17/2017,0
Location 30,-121.4931,38.375,10,8/18/2017,0
Location 30,-121.4931,38.375,10,8/19/2017,0
Location 30,-121.4931,38.375,10,8/20/2017,0
Location 30,-121.4931,38.375,10,8/21/2017,0
Location 30,-121.4931,38.375,10,8/22/2017,0
Location 30,-121.4931,38.375,10,8/23/2017,0
Location 30,-121.4931,38.375,10,8/24/2017,0
Location 30,-121.4931,38.375,10,8/25/2017,0
Location 30,-121.4931,38.375,10,8/26/2017,0
Location 30,-121.4931,38.375,10,8/27/2017,0
Location 30,-121.4931,38.375,10,8/28/2017,0
Location 30,-121.4931,38.375,10,8/29/2017,0
Location 30,-121.4931,38.375,10,8/30/2017,0
Location 30,-121.4931,38.375,10,8/31/2017,0
Location 30,-121.4931,38.375,10,9/1/2017,0
Location 30,-121.4931,38.375,10,9/2/2017,0
Location 30,-121.4931,38.375,10,9/3/2017,0
Location 30,-121.4931,38.375,10,9/4/2017,0
Location 30,-121.4931,38.375,10,9/5/2017,0
Location 30,-121.4931,38.375,10,9/6/2017,0
Location 30,-121.4931,38.375,10,9/7/2017,0
Location 30,-121.4931,38.375,10,9/8/2017,0
Location 30,-121.4931,38.375,10,9/9/2017,0
Location 30,-121.4931,38.375,10,9/10/2017,0
Location 30,-121.4931,38.375,10,9/11/2017,0
Location 30,-121.4931,38.375,10,9/12/2017,0
Location 30,-121.4931,38.375,10,9/13/2017,0
Location 30,-121.4931,38.375,10,9/14/2017,0
Location 30,-121.4931,38.375,10,9/15/2017,0
Location 30,-121.4931,38.375,10,9/16/2017,0
Location 30,-121.4931,38.375,10,9/17/2017,0
Location 30,-121.4931,38.375,10,9/18/2017,0
Location 30,-121.4931,38.375,10,9/19/2017,0
Location 30,-121.4931,38.375,10,9/20/2017,0
Location 30,-121.4931,38.375,10,9/21/2017,0
Location 30,-121.4931,38.375,10,9/22/2017,0
Location 30,-121.4931,38.375,10,9/23/2017,0
Location 30,-121.4931,38.375,10,9/24/2017,0
Location 30,-121.4931,38.375,10,9/25/2017,0
Location 30,-121.4931,38.375,10,9/26/2017,0
Location 30,-121.4931,38.375,10,9/27/2017,0
